Source;Target;Type;
1;56;Undirected;
2;387;Undirected;
2;568;Undirected;
2;640;Undirected;
2;2422;Undirected;
4;907;Undirected;
4;1798;Undirected;
4;4132;Undirected;
4;4577;Undirected;
5;600;Undirected;
5;825;Undirected;
5;2387;Undirected;
7;2978;Undirected;
7;3649;Undirected;
8;3366;Undirected;
9;41;Undirected;
9;4584;Undirected;
10;217;Undirected;
10;1301;Undirected;
10;2284;Undirected;
11;969;Undirected;
11;1313;Undirected;
11;4768;Undirected;
12;866;Undirected;
13;3072;Undirected;
13;4878;Undirected;
13;4978;Undirected;
14;256;Undirected;
14;1270;Undirected;
14;2473;Undirected;
15;88;Undirected;
16;2057;Undirected;
17;2674;Undirected;
17;4040;Undirected;
17;4881;Undirected;
18;4070;Undirected;
18;4751;Undirected;
22;195;Undirected;
22;1577;Undirected;
23;585;Undirected;
23;845;Undirected;
24;1864;Undirected;
24;2364;Undirected;
26;143;Undirected;
26;3549;Undirected;
27;4895;Undirected;
28;4458;Undirected;
29;302;Undirected;
29;1464;Undirected;
31;1415;Undirected;
31;4525;Undirected;
33;2753;Undirected;
33;3595;Undirected;
33;3643;Undirected;
34;1442;Undirected;
35;817;Undirected;
35;849;Undirected;
35;1334;Undirected;
35;3198;Undirected;
35;4011;Undirected;
35;4143;Undirected;
35;4818;Undirected;
36;2821;Undirected;
37;4495;Undirected;
38;2118;Undirected;
39;140;Undirected;
39;4090;Undirected;
40;4675;Undirected;
41;193;Undirected;
41;4650;Undirected;
42;2511;Undirected;
42;4177;Undirected;
42;4774;Undirected;
43;168;Undirected;
43;328;Undirected;
43;2058;Undirected;
43;2207;Undirected;
43;4743;Undirected;
44;1125;Undirected;
44;1377;Undirected;
44;1502;Undirected;
46;2061;Undirected;
46;2453;Undirected;
48;2945;Undirected;
51;2578;Undirected;
51;3001;Undirected;
51;3050;Undirected;
51;3915;Undirected;
51;4950;Undirected;
52;354;Undirected;
53;367;Undirected;
53;2186;Undirected;
54;3495;Undirected;
55;1147;Undirected;
55;3494;Undirected;
56;3399;Undirected;
56;3497;Undirected;
56;4917;Undirected;
57;1543;Undirected;
57;1707;Undirected;
57;4487;Undirected;
58;622;Undirected;
59;316;Undirected;
59;744;Undirected;
59;962;Undirected;
59;3570;Undirected;
60;2050;Undirected;
60;3837;Undirected;
61;4655;Undirected;
62;399;Undirected;
62;3198;Undirected;
63;2575;Undirected;
64;2272;Undirected;
64;2817;Undirected;
64;4451;Undirected;
65;3820;Undirected;
66;139;Undirected;
67;2253;Undirected;
67;4310;Undirected;
67;4642;Undirected;
68;2264;Undirected;
69;3738;Undirected;
70;2898;Undirected;
70;4699;Undirected;
71;1257;Undirected;
71;1401;Undirected;
71;3260;Undirected;
