Source;Target;Type;
1;2;Undirected;
1;3;Undirected;
1;4;Undirected;
1;5;Undirected;
2;3;Undirected;
2;4;Undirected;
2;5;Undirected;
3;4;Undirected;
3;5;Undirected;
4;5;Undirected;
6;1;Undirected;
6;2;Undirected;
6;3;Undirected;
6;4;Undirected;
7;2;Undirected;
7;3;Undirected;
7;4;Undirected;
7;5;Undirected;
8;1;Undirected;
8;2;Undirected;
8;3;Undirected;
8;4;Undirected;
9;1;Undirected;
9;4;Undirected;
9;6;Undirected;
9;8;Undirected;
10;1;Undirected;
10;2;Undirected;
10;4;Undirected;
10;5;Undirected;
11;1;Undirected;
11;2;Undirected;
11;4;Undirected;
11;8;Undirected;
12;2;Undirected;
12;5;Undirected;
12;1;Undirected;
12;4;Undirected;
13;2;Undirected;
13;3;Undirected;
13;4;Undirected;
13;8;Undirected;
14;1;Undirected;
14;2;Undirected;
14;3;Undirected;
14;4;Undirected;
15;4;Undirected;
15;11;Undirected;
15;2;Undirected;
15;4;Undirected;
16;1;Undirected;
16;3;Undirected;
16;4;Undirected;
16;8;Undirected;
17;2;Undirected;
17;2;Undirected;
17;4;Undirected;
17;16;Undirected;
18;2;Undirected;
18;3;Undirected;
18;4;Undirected;
18;16;Undirected;
19;2;Undirected;
19;4;Undirected;
19;6;Undirected;
19;8;Undirected;
20;2;Undirected;
20;3;Undirected;
20;10;Undirected;
20;11;Undirected;
21;2;Undirected;
21;3;Undirected;
21;4;Undirected;
21;9;Undirected;
22;1;Undirected;
22;3;Undirected;
22;5;Undirected;
22;7;Undirected;
23;2;Undirected;
23;3;Undirected;
23;16;Undirected;
23;3;Undirected;
24;15;Undirected;
24;1;Undirected;
24;3;Undirected;
24;10;Undirected;
25;4;Undirected;
25;8;Undirected;
25;20;Undirected;
25;1;Undirected;
26;1;Undirected;
26;13;Undirected;
26;17;Undirected;
26;1;Undirected;
27;1;Undirected;
27;3;Undirected;
27;2;Undirected;
27;3;Undirected;
28;2;Undirected;
28;10;Undirected;
28;1;Undirected;
28;2;Undirected;
29;3;Undirected;
29;4;Undirected;
29;5;Undirected;
29;6;Undirected;
30;2;Undirected;
30;3;Undirected;
30;4;Undirected;
30;5;Undirected;
31;4;Undirected;
31;8;Undirected;
31;26;Undirected;
31;3;Undirected;
32;4;Undirected;
32;7;Undirected;
32;8;Undirected;
32;14;Undirected;
33;1;Undirected;
33;2;Undirected;
33;6;Undirected;
33;22;Undirected;
34;1;Undirected;
34;3;Undirected;
34;13;Undirected;
34;2;Undirected;
35;1;Undirected;
35;2;Undirected;
35;3;Undirected;
35;14;Undirected;
36;12;Undirected;
36;13;Undirected;
36;19;Undirected;
36;20;Undirected;
37;1;Undirected;
37;2;Undirected;
37;2;Undirected;
37;24;Undirected;
38;5;Undirected;
38;8;Undirected;
38;17;Undirected;
38;25;Undirected;
39;1;Undirected;
39;4;Undirected;
39;1;Undirected;
39;4;Undirected;
40;3;Undirected;
40;4;Undirected;
40;10;Undirected;
40;14;Undirected;
41;1;Undirected;
41;2;Undirected;
41;8;Undirected;
41;37;Undirected;
42;1;Undirected;
42;2;Undirected;
42;6;Undirected;
42;8;Undirected;
43;1;Undirected;
43;4;Undirected;
43;8;Undirected;
43;9;Undirected;
44;4;Undirected;
44;6;Undirected;
44;8;Undirected;
44;15;Undirected;
45;12;Undirected;
45;21;Undirected;
45;38;Undirected;
45;4;Undirected;
46;2;Undirected;
46;3;Undirected;
46;7;Undirected;
46;17;Undirected;
47;10;Undirected;
47;11;Undirected;
