Source;Target;Type;
1;2;Undirected;
1;3;Undirected;
1;4;Undirected;
2;3;Undirected;
2;4;Undirected;
3;4;Undirected;
5;2;Undirected;
5;3;Undirected;
5;2;Undirected;
6;3;Undirected;
6;3;Undirected;
6;4;Undirected;
7;2;Undirected;
7;4;Undirected;
7;3;Undirected;
8;3;Undirected;
8;4;Undirected;
8;2;Undirected;
9;3;Undirected;
9;2;Undirected;
9;4;Undirected;
10;4;Undirected;
10;9;Undirected;
10;4;Undirected;
11;7;Undirected;
11;6;Undirected;
11;3;Undirected;
12;2;Undirected;
12;4;Undirected;
12;3;Undirected;
13;10;Undirected;
13;1;Undirected;
13;10;Undirected;
14;3;Undirected;
14;5;Undirected;
14;9;Undirected;
15;3;Undirected;
15;4;Undirected;
15;5;Undirected;
16;9;Undirected;
16;1;Undirected;
16;3;Undirected;
17;7;Undirected;
17;13;Undirected;
17;2;Undirected;
18;7;Undirected;
18;5;Undirected;
18;15;Undirected;
19;10;Undirected;
19;3;Undirected;
19;4;Undirected;
20;3;Undirected;
20;10;Undirected;
20;2;Undirected;
21;7;Undirected;
21;3;Undirected;
21;5;Undirected;
22;18;Undirected;
22;5;Undirected;
22;21;Undirected;
23;6;Undirected;
23;19;Undirected;
23;19;Undirected;
24;5;Undirected;
24;7;Undirected;
24;3;Undirected;
25;11;Undirected;
25;15;Undirected;
25;3;Undirected;
26;14;Undirected;
26;18;Undirected;
26;4;Undirected;
27;2;Undirected;
27;10;Undirected;
27;2;Undirected;
28;11;Undirected;
28;2;Undirected;
28;9;Undirected;
29;13;Undirected;
29;9;Undirected;
29;11;Undirected;
30;21;Undirected;
30;3;Undirected;
30;2;Undirected;
31;7;Undirected;
31;8;Undirected;
31;3;Undirected;
32;3;Undirected;
32;5;Undirected;
32;7;Undirected;
33;15;Undirected;
33;23;Undirected;
33;32;Undirected;
34;2;Undirected;
34;19;Undirected;
34;6;Undirected;
35;20;Undirected;
35;2;Undirected;
35;1;Undirected;
36;9;Undirected;
36;7;Undirected;
36;31;Undirected;
37;9;Undirected;
37;33;Undirected;
37;5;Undirected;
38;13;Undirected;
38;4;Undirected;
38;19;Undirected;
39;2;Undirected;
39;4;Undirected;
39;23;Undirected;
40;1;Undirected;
40;7;Undirected;
40;14;Undirected;
41;24;Undirected;
41;8;Undirected;
41;15;Undirected;
42;12;Undirected;
42;40;Undirected;
42;18;Undirected;
43;7;Undirected;
43;24;Undirected;
43;6;Undirected;
44;5;Undirected;
44;4;Undirected;
44;25;Undirected;
45;7;Undirected;
45;12;Undirected;
45;2;Undirected;
46;2;Undirected;
46;10;Undirected;
46;5;Undirected;
47;2;Undirected;
47;30;Undirected;
47;4;Undirected;
48;13;Undirected;
48;30;Undirected;
48;30;Undirected;
49;9;Undirected;
49;44;Undirected;
49;18;Undirected;
50;10;Undirected;
50;19;Undirected;
50;3;Undirected;
51;4;Undirected;
51;42;Undirected;
51;9;Undirected;
52;9;Undirected;
52;10;Undirected;
52;18;Undirected;
53;35;Undirected;
53;3;Undirected;
53;9;Undirected;
54;13;Undirected;
54;17;Undirected;
54;2;Undirected;
55;7;Undirected;
55;13;Undirected;
55;43;Undirected;
56;36;Undirected;
56;15;Undirected;
56;2;Undirected;
57;19;Undirected;
57;34;Undirected;
57;4;Undirected;
58;7;Undirected;
58;11;Undirected;
58;19;Undirected;
59;2;Undirected;
59;19;Undirected;
59;9;Undirected;
60;2;Undirected;
60;12;Undirected;
60;5;Undirected;
61;8;Undirected;
61;52;Undirected;
